first_author,title,year,character,gender,n_words,play_total_words
"Толстой, Лев Николаевич",Живой труп,1900,Петушков,MALE,121,11407
"Толстой, Лев Николаевич",Живой труп,1900,Артемьев,MALE,136,11407
"Толстой, Лев Николаевич",Живой труп,1900,Мальчик,MALE,6,11407
"Толстой, Лев Николаевич",Живой труп,1900,Марья Васильевна,FEMALE,57,11407
"Толстой, Лев Николаевич",Живой труп,1900,Судебный следователь,MALE,733,11407
"Толстой, Лев Николаевич",Живой труп,1900,Мельников,MALE,8,11407
"Толстой, Лев Николаевич",Живой труп,1900,Письмоводитель,MALE,1,11407
"Толстой, Лев Николаевич",Живой труп,1900,Курьер,MALE,20,11407
"Толстой, Лев Николаевич",Живой труп,1900,Молодой адвокат,MALE,99,11407
"Толстой, Лев Николаевич",Живой труп,1900,Дама,FEMALE,12,11407
"Толстой, Лев Николаевич",Живой труп,1900,Петрушин,MALE,121,11407
"Толстой, Лев Николаевич",Живой труп,1900,Судейский,MALE,6,11407
"Островский, Александр Николаевич",Лес,1871,Аксюша,FEMALE,1573,19440
"Островский, Александр Николаевич",Лес,1871,Карп,MALE,1030,19440
"Островский, Александр Николаевич",Лес,1871,Буланов,MALE,1398,19440
"Островский, Александр Николаевич",Лес,1871,Улита,FEMALE,843,19440
"Островский, Александр Николаевич",Лес,1871,Гурмыжская,FEMALE,4382,19440
"Островский, Александр Николаевич",Лес,1871,Милонов,MALE,629,19440
"Островский, Александр Николаевич",Лес,1871,Бодаев,MALE,364,19440
"Островский, Александр Николаевич",Лес,1871,Восмибратов,MALE,1398,19440
"Островский, Александр Николаевич",Лес,1871,Петр,MALE,1171,19440
"Островский, Александр Николаевич",Лес,1871,Мальчик,MALE,2,19440
"Островский, Александр Николаевич",Лес,1871,Несчастливцев,MALE,4742,19440
"Островский, Александр Николаевич",Лес,1871,Счастливцев,MALE,1908,19440
"Озеров, Владислав Александрович",Димитрий Донской,1807,Димитрий,MALE,4118,11991
"Озеров, Владислав Александрович",Димитрий Донской,1807,Тверский,MALE,1617,11991
"Озеров, Владислав Александрович",Димитрий Донской,1807,Белозерский,MALE,1538,11991
"Озеров, Владислав Александрович",Димитрий Донской,1807,Смоленский,MALE,390,11991
"Озеров, Владислав Александрович",Димитрий Донской,1807,Посол,MALE,193,11991
"Озеров, Владислав Александрович",Димитрий Донской,1807,Бренский,MALE,578,11991
"Озеров, Владислав Александрович",Димитрий Донской,1807,Воин,MALE,129,11991
"Озеров, Владислав Александрович",Димитрий Донской,1807,Избрана,FEMALE,187,11991
"Озеров, Владислав Александрович",Димитрий Донской,1807,Ксения,FEMALE,2389,11991
"Озеров, Владислав Александрович",Димитрий Донской,1807,Боярин,MALE,852,11991
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Гончарова,FEMALE,606,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Битков,MALE,858,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Никита,MALE,400,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Шишкин,MALE,228,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Пушкина,FEMALE,683,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Дантес,MALE,377,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Кукольник,MALE,222,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Бенедиктов,MALE,141,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Салтыкова,FEMALE,149,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Богомазов,MALE,386,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Долгоруков,MALE,381,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Филат,MALE,12,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Салтыков,MALE,330,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Агафон,MALE,3,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Воронцова,FEMALE,154,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Николай I,MALE,571,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Камер-юнкер,MALE,19,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Жуковский,MALE,637,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Воронцов,MALE,3,8500
"Булгаков, Михаил Афанасьевич",Последние дни (Пушкин),1943,Геккерен,MALE,694,8500
